true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Ljaponicus,18,13,12,13,17,6,1,14,4,31,10,26,8,2,22,9,15,15,6,16,11,11,7,2,3,20,35,8,3,45,20,139,2,6,6,15,18,2,11,11,4,4,2,2,15,10,12,0,9,22,9,1,19,2,7,13,3,2,1,22,18,26,19,5,5
Lsativa,13,2,12,6,12,10,0,7,9,10,3,21,3,4,2,2,7,10,9,24,3,7,0,1,10,7,3,74,0,16,20,3,218,12,4,9,3,1,16,5,6,0,0,14,3,3,4,1,8,3,2,0,9,13,2,4,0,2,0,7,11,13,4,11,4
Lusitatissimum,6,2,7,1,9,9,7,0,5,6,4,4,1,7,2,1,3,2,7,5,1,5,7,11,6,22,0,7,5,2,3,4,10,362,8,12,1,3,1,9,7,4,7,15,4,3,0,7,4,0,1,2,14,5,5,3,4,6,2,7,1,1,0,15,3
Macuminata,22,13,6,8,17,2,8,3,3,6,6,9,3,13,9,5,16,6,5,2,18,11,12,17,3,15,5,1,7,16,2,4,3,17,272,6,4,4,4,41,3,10,7,1,2,10,4,3,7,3,11,9,2,5,17,7,7,14,4,2,6,0,5,12,7
Mdomestica,12,12,7,4,11,8,8,13,5,12,13,2,8,13,13,17,17,12,6,8,1,8,1,23,12,31,8,16,7,5,5,12,15,22,4,108,5,3,18,30,15,6,6,9,14,3,8,1,5,10,2,1,21,12,5,3,2,3,5,64,8,9,10,10,5
Mesculenta,3,9,3,24,5,1,1,6,1,10,31,8,4,6,41,19,18,7,2,8,22,15,1,2,3,3,27,1,1,9,7,9,1,5,7,1,291,0,4,6,7,3,1,1,12,29,22,1,9,10,42,1,6,2,7,21,1,3,1,4,6,5,21,7,4
Msinensis,0,3,1,0,9,1,34,0,3,0,4,3,0,0,0,2,4,2,3,1,1,2,41,2,1,6,0,0,19,0,0,1,1,8,7,0,0,75,0,6,1,20,33,10,2,0,1,54,48,0,2,54,0,1,5,1,39,35,23,3,1,0,1,3,57
Mtruncatula,25,3,42,10,7,10,0,6,3,18,8,37,6,4,13,9,1,15,2,28,8,12,1,1,4,4,22,7,1,24,54,28,29,1,4,6,5,1,129,4,14,0,0,4,5,6,6,3,7,31,0,0,3,3,0,8,0,1,1,5,20,21,5,3,0
Ncolorata,8,9,2,1,12,3,10,6,4,6,21,2,14,44,4,13,27,3,1,3,8,6,11,35,2,12,2,4,5,5,5,10,4,11,36,13,4,6,6,372,6,2,7,4,25,14,5,7,7,5,4,9,2,4,19,7,4,6,6,24,5,4,18,9,10
Oeuropaea,10,6,19,9,18,2,0,9,2,7,32,26,10,15,13,8,19,9,0,7,3,11,3,11,1,2,6,1,3,13,10,3,8,4,4,6,12,1,19,5,154,2,0,15,4,3,20,4,6,11,6,1,11,3,2,3,1,8,2,8,8,9,5,13,5
Osativa,6,15,8,6,9,3,44,1,2,9,10,1,2,8,1,1,9,1,3,2,3,7,29,5,3,10,1,3,31,5,2,0,2,9,11,4,2,17,1,14,4,159,43,6,2,2,3,34,33,3,0,32,6,3,1,0,52,16,26,9,0,1,0,6,24
Othomaeum,4,9,3,1,5,1,44,2,2,5,6,5,4,5,1,0,4,1,1,2,2,3,99,4,4,9,1,1,21,1,1,0,0,5,8,5,1,14,4,10,0,27,208,2,2,4,4,29,31,0,1,27,0,1,6,2,46,20,22,6,1,2,2,1,41
Pamilis,10,3,20,2,12,1,2,6,0,28,6,8,14,6,9,4,38,28,1,5,7,2,2,4,0,14,7,11,7,9,3,14,13,10,5,11,1,4,14,11,5,3,2,229,17,2,7,1,9,21,4,1,21,0,3,4,2,2,3,56,5,4,10,2,4
Ppersica,20,5,9,6,12,0,1,20,3,12,26,4,22,9,17,20,36,8,2,8,8,10,5,14,2,25,9,3,0,8,6,19,1,9,7,43,8,1,11,34,9,2,1,11,96,15,12,2,6,30,8,2,6,4,2,8,1,1,3,31,5,9,18,2,5
Ptrichocarpa,7,1,4,7,8,2,1,16,2,5,20,6,14,3,17,14,18,6,1,10,34,8,0,3,3,5,15,3,0,5,5,13,7,4,5,4,29,1,4,12,1,0,1,1,6,233,17,1,6,17,13,0,2,1,1,125,2,1,1,4,5,14,31,4,0
Ptrifoliata,10,7,20,17,7,0,5,13,3,7,29,18,15,15,104,14,7,17,5,6,15,22,1,8,5,5,26,2,0,19,7,15,1,5,6,8,37,0,12,7,18,2,1,4,16,18,94,2,3,12,24,0,5,3,1,15,1,0,1,4,6,13,11,8,1
Pvaginatum,1,7,1,1,2,1,48,2,0,5,3,2,2,3,1,1,7,2,2,0,1,6,56,4,0,6,1,2,33,3,0,2,0,0,12,0,1,41,1,9,2,23,44,1,6,1,1,146,68,3,3,43,1,1,6,0,63,26,29,5,0,1,1,0,57
Pvirgatum,3,9,3,2,5,1,43,1,1,3,1,2,1,3,1,1,5,0,3,1,1,5,42,2,1,3,0,3,29,2,0,1,1,3,3,1,0,38,1,6,1,37,37,4,1,0,1,61,138,3,2,44,3,2,3,1,68,37,36,3,5,1,1,1,64
Qrubra,10,8,6,7,2,2,0,52,1,15,19,11,43,6,9,18,35,33,2,15,14,5,0,5,3,7,19,8,0,10,6,20,3,0,2,4,14,3,11,4,3,0,2,8,20,17,7,0,8,301,7,2,5,2,3,9,0,2,2,21,6,8,40,4,2
Rcommunis,6,4,11,32,6,2,0,6,3,12,22,16,3,6,19,10,5,6,2,13,11,10,0,3,1,2,17,0,0,8,5,6,0,4,5,2,67,2,1,5,5,0,1,8,9,12,21,0,8,9,129,2,0,3,6,12,0,1,0,2,2,3,13,11,3
Sbicolor,12,7,2,1,7,0,39,3,3,4,4,2,0,0,3,4,11,1,0,0,5,5,54,2,1,7,1,2,23,2,0,1,2,2,11,3,0,35,1,9,0,30,47,4,4,4,0,62,48,3,0,157,1,2,1,2,30,29,25,10,0,1,2,1,56
Soleracea,20,13,40,3,13,8,3,3,5,59,13,9,4,4,5,7,7,34,1,16,4,25,4,4,3,25,7,28,7,16,14,21,9,11,2,19,4,3,9,8,9,1,0,24,10,2,6,3,7,5,4,1,251,2,6,1,1,4,3,28,7,13,6,14,7
Sparvula,5,4,5,4,7,107,4,0,53,5,2,6,0,5,0,0,0,0,65,5,0,14,2,4,121,7,2,13,2,5,3,1,13,10,8,4,1,1,6,11,0,0,0,3,4,2,3,0,2,1,0,2,2,163,1,3,1,1,1,6,5,3,1,12,2
Spolyrhiza,1,4,2,0,9,0,6,0,2,1,1,5,0,19,3,6,15,1,1,1,4,3,3,21,2,4,1,0,7,7,2,1,2,2,21,0,4,3,2,18,2,3,5,2,1,1,1,1,2,2,3,1,2,3,391,4,2,5,4,2,1,3,5,4,4
Spurpurea,3,6,5,3,7,1,1,10,3,4,10,13,10,7,16,12,14,5,0,9,44,10,1,5,5,0,19,4,0,4,7,16,3,4,7,1,19,3,17,19,3,3,0,0,6,156,11,1,4,6,9,2,3,2,3,222,2,1,2,3,3,4,28,3,1
Sviridis,2,3,1,4,4,0,55,2,1,2,6,1,0,4,1,2,2,0,2,0,2,2,38,4,1,2,0,2,34,1,0,2,0,4,5,2,1,35,1,10,2,35,40,5,0,0,1,65,87,3,2,42,3,0,2,1,102,37,42,2,0,1,0,1,40
Taestivum,2,4,1,1,2,0,79,2,0,1,3,7,0,2,1,1,1,1,1,0,4,1,41,4,3,2,0,4,111,1,2,0,3,4,9,1,0,14,0,17,2,25,25,4,3,0,1,47,40,0,3,34,1,2,4,1,33,113,82,6,1,0,0,2,43
Tintermedium,2,6,1,0,2,0,64,3,1,7,3,3,2,3,1,0,5,1,3,1,3,2,33,3,4,5,1,3,89,1,2,0,2,4,10,1,1,28,3,12,0,24,47,0,0,0,0,54,34,0,2,27,1,0,4,0,34,88,117,6,1,2,1,0,48
Vdarrowii,12,12,6,1,14,5,6,19,1,14,32,0,23,16,3,10,24,8,2,6,2,1,1,26,2,26,0,16,6,0,4,2,6,6,2,34,1,1,5,26,13,3,3,18,25,1,0,0,9,9,2,3,27,4,2,2,2,4,5,401,3,5,5,3,10
Vfaba,16,10,18,14,16,7,7,4,3,9,5,47,5,4,12,2,2,11,5,18,16,14,2,3,4,7,29,10,2,28,80,24,14,3,13,6,10,2,29,10,18,1,1,3,2,5,9,1,2,5,5,1,16,7,6,8,1,3,4,10,101,27,10,12,1
Vunguiculata,9,5,13,24,4,4,2,6,2,14,7,58,3,3,5,11,6,9,6,31,17,22,1,0,1,4,68,4,1,33,27,28,9,2,2,8,10,1,25,7,16,0,1,3,12,11,12,1,3,14,7,2,10,1,4,10,0,2,1,4,18,134,21,9,0
Vvinifera,4,0,9,5,5,1,0,22,1,8,11,16,20,9,10,24,90,3,2,23,32,6,1,3,5,4,15,0,1,12,4,17,9,3,7,3,43,3,11,7,9,2,0,18,12,33,5,1,2,51,5,3,2,2,4,28,1,3,0,5,7,9,257,7,3
Zmarina,7,2,4,4,13,6,0,3,5,4,1,15,5,6,5,2,24,1,3,9,8,18,0,3,8,8,3,6,2,9,11,4,10,30,11,7,6,2,4,4,8,3,2,3,2,2,10,0,3,1,3,0,12,7,4,4,0,2,5,6,7,3,8,458,2
Zmays,8,8,0,3,6,1,35,2,2,6,1,2,2,6,3,2,4,1,3,0,2,4,45,8,1,10,0,6,45,1,2,2,0,5,9,2,3,43,1,11,2,20,52,3,2,0,0,71,28,2,0,58,2,5,4,3,33,27,27,5,1,0,1,2,227
