species,correct,total,accuracy
Carassius gibelio,2,79,0.02531645569620253
Cariama cristata,0,19,0.0
Carlito syrichta,0,30,0.0
Cataglyphis hispanica,0,19,0.0
Catharus ustulatus,0,26,0.0
Cavia porcellus,1,41,0.024390243902439025
Centruroides sculpturatus,0,30,0.0
Cephus cinctus,0,22,0.0
Ceratosolen solmsi marchali,0,17,0.0
Cervus canadensis,0,42,0.0
Chanos chanos,0,33,0.0
Charadrius vociferus,0,18,0.0
Chelmon rostratus,0,16,0.0
Chinchilla lanigera,0,32,0.0
Chiroxiphia lanceolata,0,22,0.0
Chlamydotis macqueenii,0,20,0.0
Choloepus didactylus,0,40,0.0
Chrysoperla carnea,0,23,0.0
Cimex lectularius,0,17,0.0
Cinclus cinclus,0,25,0.0
Ciona intestinalis,0,19,0.0
Clarias gariepinus,0,37,0.0
Cloeon dipterum,0,22,0.0
Clupea harengus,0,42,0.0
Coccinella septempunctata,1,24,0.041666666666666664
Colius striatus,0,26,0.0
Cololabis saira,0,36,0.0
Condylura cristata,0,19,0.0
Conger conger,0,46,0.0
Contarinia nasturtii,0,21,0.0
Copidosoma floridanum,0,19,0.0
Corticium candelabrum,0,29,0.0
Corvus cornix cornix,0,28,0.0
Cottoperca gobio,0,28,0.0
Coturnix japonica,0,28,0.0
Crassostrea virginica,2,48,0.041666666666666664
Crocodylus porosus,0,22,0.0
Cryptotermes secundus,0,25,0.0
Ctenocephalides felis,0,26,0.0
Ctenopharyngodon idella,0,43,0.0
Cuculus canorus,0,32,0.0
Culicoides brevitarsis,4,16,0.25
Cyclopterus lumpus,0,32,0.0
Cydia amplana,0,21,0.0
Cygnus atratus,0,28,0.0
Cylas formicarius,0,19,0.0
Cynocephalus volans,0,34,0.0
Cynoglossus semilaevis,0,27,0.0
Cyprinodon variegatus,0,35,0.0
Cyrtonyx montezumae,0,25,0.0
Daktulosphaira vitifoliae,0,23,0.0
Dalotia coriaria,0,20,0.0
Danaus plexippus,1,19,0.05263157894736842
Daphnia carinata,0,18,0.0
Dasypus novemcinctus,0,42,0.0
Denticeps clupeoides,0,29,0.0
Dermochelys coriacea,0,38,0.0
Diceros bicornis minor,0,39,0.0
Diorhabda carinulata,1,25,0.04
Dreissena polymorpha,0,59,0.0
Dromaius novaehollandiae,0,32,0.0
Dromiciops gliroides,0,37,0.0
Drosophila melanogaster,0,12,0.0
Dryobates pubescens,0,22,0.0
Dufourea novaeangliae,0,15,0.0
Dysidea avara,0,36,0.0
Echeneis naucrates,0,34,0.0
Echinococcus granulosus,0,15,0.0
Echinops telfairi,0,24,0.0
Egretta garzetta,0,22,0.0
Electrophorus electricus,0,35,0.0
Eleginops maclovinus,0,35,0.0
Elephantulus edwardii,0,29,0.0
Elephas maximus indicus,0,38,0.0
Eleutherodactylus coqui,1,38,0.02631578947368421
Elgaria multicarinata webbii,0,31,0.0
Engraulis encrasicolus,0,40,0.0
Episyrphus balteatus,0,24,0.0
Eptesicus fuscus,0,34,0.0
Erinaceus europaeus,1,36,0.027777777777777776
Eriocheir sinensis,0,32,0.0
Erpetoichthys calabaricus,0,36,0.0
Esox lucius,0,45,0.0
Etheostoma cragini,0,36,0.0
Eublepharis macularius,0,36,0.0
Euleptes europaea,0,30,0.0
Eurypyga helias,0,15,0.0
Eurytemora carolleeae,0,29,0.0
Euwallacea similis,0,15,0.0
Exaiptasia diaphana,0,11,0.0
Falco rusticolus,0,33,0.0
Folsomia candida,0,27,0.0
Fukomys damarensis,0,33,0.0
Fulmarus glacialis,0,15,0.0
Fundulus heteroclitus,0,44,0.0
Gadus macrocephalus,1,32,0.03125
Galendromus occidentalis,0,17,0.0
Gambusia affinis,0,43,0.0
Gavia stellata,0,28,0.0
Gavialis gangeticus,0,23,0.0
Geotrypetes seraphini,0,40,0.0
Gigantopelta aegis,0,1,0.0
Girardinichthys multiradiatus,0,40,0.0
Glossina fuscipes,0,16,0.0
Gopherus evgoodei,0,35,0.0
Gordionus sp. m RMFG-2023,0,11,0.0
Gouania willdenowi,0,36,0.0
Grus americana,1,32,0.03125
Gymnodraco acuticeps,0,33,0.0
Gymnogyps californianus,0,26,0.0
Halichondria panicea,0,23,0.0
Haliotis rufescens,2,51,0.0392156862745098
Helicoverpa armigera,1,23,0.043478260869565216
Helobdella robusta,0,34,0.0
Hemicordylus capensis,0,51,0.0
Hemiscyllium ocellatum,0,29,0.0
Hermetia illucens,0,20,0.0
Heteronotia binoei,1,33,0.030303030303030304
Hippoglossus hippoglossus,0,37,0.0
Hippopotamus amphibius kiboko,1,38,0.02631578947368421
Hipposideros armiger,0,30,0.0
Hirundo rustica,0,30,0.0
Homalodisca vitripennis,0,32,0.0
Homarus americanus,0,37,0.0
Homo sapiens,0,47,0.0
Hoplias malabaricus,0,42,0.0
Hyaena hyaena,0,35,0.0
Hyalella azteca,0,27,0.0
Hydra vulgaris,0,32,0.0
Hydractinia symbiolongicarpus,0,34,0.0
Hylaeus volcanicus,0,17,0.0
Hypomesus transpacificus,0,32,0.0
Hyposmocoma kahamanoa,0,19,0.0
Ictalurus furcatus,0,42,0.0
Indicator indicator,1,21,0.047619047619047616
Ischnura elegans,0,27,0.0
Jaculus jaculus,0,37,0.0
Kryptolebias marmoratus,0,38,0.0
Labrus bergylta,0,38,0.0
Lacerta agilis,0,33,0.0
Lampris incognitus,0,37,0.0
Larimichthys crocea,0,41,0.0
Lates calcarifer,0,39,0.0
Latimeria chalumnae,0,31,0.0
Lemur catta,0,37,0.0
Leptopilina boulardi,0,25,0.0
Leptosomus discolor,0,15,0.0
Lethenteron reissneri,0,31,0.0
Leucoraja erinaceus,0,32,0.0
Limulus polyphemus,2,35,0.05714285714285714
Lineus longissimus,0,29,0.0
Lingula anatina,0,34,0.0
Liolophura sinensis,0,24,0.0
Lipotes vexillifer,0,23,0.0
Lottia gigantea,1,30,0.03333333333333333
Lucilia cuprina,0,20,0.0
Lutra lutra,0,41,0.0
Lutzomyia longipalpis,0,17,0.0
Lytechinus pictus,2,34,0.058823529411764705
Macaca fascicularis,0,44,0.0
Malurus melanocephalus,0,7,0.0
Manduca sexta,2,24,0.08333333333333333
Manis pentadactyla,0,46,0.0
Mastacembelus armatus,0,36,0.0
Mauremys reevesii,0,47,0.0
Melanotaenia boesemani,0,38,0.0
Melopsittacus undulatus,0,26,0.0
Mercenaria mercenaria,2,59,0.03389830508474576
Merops nubicus,0,15,0.0
Mesitornis unicolor,0,18,0.0
Mesoplodon densirostris,0,34,0.0
Micropterus dolomieu,0,38,0.0
Microtus ochrogaster,1,29,0.034482758620689655
Miniopterus natalensis,0,16,0.0
Mobula hypostoma,2,36,0.05555555555555555
Molossus molossus,0,40,0.0
Molothrus ater,0,1,0.0
Monodelphis domestica,0,44,0.0
Monodon monoceros,0,35,0.0
Monopterus albus,0,34,0.0
Morone saxatilis,0,27,0.0
Moschus berezovskii,0,38,0.0
Motacilla alba alba,2,29,0.06896551724137931
Mugil cephalus,0,30,0.0
Mus musculus,1,45,0.022222222222222223
Mya arenaria,0,57,0.0
Myiozetetes cayanensis,1,31,0.03225806451612903
Myripristis murdjan,0,32,0.0
Mytilus trossulus,1,57,0.017543859649122806
NULL,1,1048,0.0009541984732824427
Nanorana parkeri,0,25,0.0
Nasonia vitripennis,0,15,0.0
Necator americanus,1,46,0.021739130434782608
Nematostella vectensis,0,31,0.0
Neoarius graeffei,0,39,0.0
Neodiprion fabricii,0,24,0.0
Neomonachus schauinslandi,1,33,0.030303030303030304
Nicrophorus vespilloides,0,20,0.0
Nilaparvata lugens,0,31,0.0
Nipponia nippon,0,18,0.0
Nothoprocta perdicaria,1,14,0.07142857142857142
Notothenia coriiceps,0,34,0.0
Numida meleagris,0,25,0.0
Nycticebus coucang,0,42,0.0
Ochotona princeps,0,32,0.0
Octodon degus,0,38,0.0
Octopus bimaculoides,0,23,0.0
Odobenus rosmarus divergens,0,31,0.0
Oenanthe melanoleuca,0,28,0.0
Opisthorchis viverrini,0,22,0.0
Oppia nitens,0,18,0.0
Orbicella faveolata,0,28,0.0
Ornithodoros turicata,0,28,0.0
Ornithorhynchus anatinus,2,30,0.06666666666666667
Orussus abietinus,0,9,0.0
Oryzias latipes,0,40,0.0
Oscarella lobularis,1,20,0.05
Osmia bicornis bicornis,0,18,0.0
Ostrinia nubilalis,0,19,0.0
Otolemur garnettii,0,26,0.0
Pangasianodon hypophthalmus,0,35,0.0
Panthera leo,1,40,0.025
Papilio machaon,0,19,0.0
Paramacrobiotus metropolitanus,0,29,0.0
Parambassis ranga,0,33,0.0
Parus major,0,23,0.0
Passer domesticus,0,38,0.0
Patella vulgata,0,27,0.0
Pecten maximus,0,30,0.0
Pectinophora gossypiella,0,22,0.0
Pediculus humanus corporis,1,13,0.07692307692307693
Penaeus chinensis,0,31,0.0
Periophthalmus magnuspinnatus,0,32,0.0
Perognathus longimembris pacificus,0,31,0.0
Phacochoerus africanus,0,38,0.0
Phaethon lepturus,0,18,0.0
Phalacrocorax carbo,0,27,0.0
Phocoena sinus,1,39,0.02564102564102564
Photinus pyralis,0,31,0.0
Phyllostomus discolor,0,35,0.0
Physeter macrocephalus,0,32,0.0
Pieris rapae,0,20,0.0
Pimephales promelas,1,43,0.023255813953488372
Planococcus citri,0,25,0.0
Plectropomus leopardus,0,38,0.0
Plutella xylostella,0,18,0.0
Pocillopora verrucosa,0,43,0.0
Pogoniulus pusillus,1,30,0.03333333333333333
Pollicipes pollicipes,0,30,0.0
Polyodon spathula,0,36,0.0
Pomacea canaliculata,0,35,0.0
Portunus trituberculatus,0,30,0.0
Priapulus caudatus,0,23,0.0
Prinia subflava,0,28,0.0
Pristis pectinata,0,32,0.0
Propithecus coquereli,2,30,0.06666666666666667
Protobothrops mucrosquamatus,0,28,0.0
Pseudochaenichthys georgianus,0,29,0.0
Pseudoliparis swirei,0,36,0.0
Pseudonaja textilis,0,28,0.0
Pterocles gutturalis,0,19,0.0
Pteronotus mesoamericanus,0,31,0.0
Pygocentrus nattereri,0,44,0.0
Pygoscelis adeliae,0,19,0.0
Python bivittatus,0,20,0.0
Rhea pennata,2,26,0.07692307692307693
Rhincodon typus,0,36,0.0
Rhineura floridana,0,37,0.0
Rhinolophus ferrumequinum,0,32,0.0
Rhipicephalus sanguineus,0,30,0.0
Rhopalosiphum maidis,0,12,0.0
Rhopilema esculentum,0,24,0.0
Rissa tridactyla,0,35,0.0
Rousettus aegyptiacus,0,41,0.0
Saccoglossus kowalevskii,0,24,0.0
Saccopteryx leptura,0,32,0.0
Salarias fasciatus,0,34,0.0
Salvelinus sp. IW2-2015,0,40,0.0
Sarcophilus harrisii,0,36,0.0
Scatophagus argus,0,34,0.0
Sceloporus undulatus,0,37,0.0
Schistosoma mansoni,0,18,0.0
Scleropages formosus,0,42,0.0
Scomber scombrus,1,36,0.027777777777777776
Scophthalmus maximus,0,38,0.0
Sebastes umbrosus,0,39,0.0
Serinus canaria,1,28,0.03571428571428571
Seriola aureovittata,0,37,0.0
Silurus meridionalis,0,36,0.0
Siniperca chuatsi,1,41,0.024390243902439025
Solea senegalensis,0,31,0.0
Sorex araneus,0,31,0.0
Spea bombifrons,0,32,0.0
Sphaeramia orbicularis,0,36,0.0
Stegodyphus dumicola,0,28,0.0
Stegostoma tigrinum,0,34,0.0
Stomoxys calcitrans,0,27,0.0
Strigops habroptila,1,34,0.029411764705882353
Strongylocentrotus purpuratus,0,41,0.0
Strongyloides ratti,0,19,0.0
Sturnus vulgaris,0,23,0.0
Suricata suricatta,0,23,0.0
Sycon ciliatum,0,31,0.0
Sylvia atricapilla,0,26,0.0
Symphalangus syndactylus,0,45,0.0
Symsagittifera roscoffensis,0,22,0.0
Synchiropus splendidus,0,36,0.0
Syngnathus acus,1,31,0.03225806451612903
Tachyglossus aculeatus,0,33,0.0
Tachysurus vachellii,0,41,0.0
Takifugu flavidus,0,35,0.0
Tauraco erythrolophus,0,14,0.0
Teleopsis dalmanni,0,34,0.0
Tetranychus urticae,2,13,0.15384615384615385
Thalassophryne amazonica,0,30,0.0
Thamnophis elegans,0,24,0.0
Thrips palmi,0,22,0.0
Tigriopus californicus,1,23,0.043478260869565216
Tiliqua scincoides,0,30,0.0
Toxotes jaculatrix,0,35,0.0
Trachemys scripta elegans,1,30,0.03333333333333333
Tribolium castaneum,0,16,0.0
Trichechus manatus latirostris,0,34,0.0
Trichinella spiralis,0,18,0.0
Trichogramma pretiosum,0,17,0.0
Trichomycterus rosablanca,0,36,0.0
Trichoplax adhaerens,0,16,0.0
Triplophysa dalaica,0,41,0.0
Tupaia chinensis,0,28,0.0
Tursiops truncatus,0,38,0.0
Tyto alba,0,30,0.0
Uloborus diversus,0,27,0.0
Ursus arctos,0,40,0.0
Varanus komodoensis,4,36,0.1111111111111111
Varroa jacobsoni,1,22,0.045454545454545456
Venturia canescens,0,18,0.0
Vespula pensylvanica,0,14,0.0
Vombatus ursinus,0,33,0.0
Vulpes lagopus,0,0,0.0
Xenia sp. Carnegie-2017,0,28,0.0
Xenopus tropicalis,0,37,0.0
Xiphias gladius,1,36,0.027777777777777776
Xyrauchen texanus,0,62,0.0
Zalophus californianus,0,44,0.0
Zeugodacus cucurbitae,0,22,0.0
Zonotrichia leucophrys gambelii,0,33,0.0
Zootermopsis nevadensis,0,26,0.0
